id	question_id	choice	choice_number	created_at	updated_at	is_correct	correct_answer	order_id	media_type	media_url	shuffle_order_id	percentage_of_answer
24138	5221	The nurse prepares a client for minor surgery according to facility protocol	6	2020-04-19 07:41:46	2020-07-14 21:36:07	1	NULL	NULL	NULL	NULL	NULL	17
24139	5222	The nurse carefully removes the bandages from a burn victim’s arm	1	2020-04-19 07:44:03	2020-07-19 22:08:57	1	NULL	NULL	NULL	NULL	NULL	24
24140	5222	The nurse assesses a patient to check her nutritional status	2	2020-04-19 07:44:03	2020-07-14 14:44:37	0	NULL	NULL	NULL	NULL	NULL	14
24141	5222	The nurse forms a nursing diagnosis for a patient with a seizure disorder	3	2020-04-19 07:44:03	2020-07-13 23:37:46	0	NULL	NULL	NULL	NULL	NULL	10
24142	5222	The nurse repositions a bed-bound patient every two hours to prevent decubitus ulcers	4	2020-04-19 07:44:03	2020-07-02 23:57:49	1	NULL	NULL	NULL	NULL	NULL	29
24143	5222	The nurse checks the client’s insurance coverage at the initial interview	5	2020-04-19 07:44:03	2020-06-27 11:24:39	0	NULL	NULL	NULL	NULL	NULL	5
24144	5222	The nurse verifies community resources for a patient with dementia	6	2020-04-19 07:44:03	2020-07-14 14:38:22	1	NULL	NULL	NULL	NULL	NULL	14
24145	5223	Performing initial patient assessments	1	2020-04-19 07:45:01	2020-05-30 08:05:32	0	NULL	NULL	NULL	NULL	NULL	0
24146	5223	Making patient beds	2	2020-04-19 07:45:01	2020-06-30 16:18:20	1	NULL	NULL	NULL	NULL	NULL	26
24147	5223	Giving patients bed baths	3	2020-04-19 07:45:01	2020-06-07 21:14:40	1	NULL	NULL	NULL	NULL	NULL	25
24148	5223	Administering patient medications	4	2020-04-19 07:45:01	2020-05-30 08:05:32	0	NULL	NULL	NULL	NULL	NULL	0
24149	5223	Ambulating clients	5	2020-04-19 07:45:01	2020-05-30 08:05:32	1	NULL	NULL	NULL	NULL	NULL	24
24150	5223	Assisting clients with meals	6	2020-04-19 07:45:01	2020-06-14 05:30:12	1	NULL	NULL	NULL	NULL	NULL	24
24151	5224	Basing patient care on continuous healing relationships	1	2020-04-19 07:46:06	2020-07-16 19:26:36	1	NULL	NULL	NULL	NULL	NULL	16
24152	5224	Customizing care to reflect the competencies of the staff	2	2020-04-19 07:46:06	2020-06-25 09:48:57	0	NULL	NULL	NULL	NULL	NULL	7
24153	5224	Using evidence-based decision making	3	2020-04-19 07:46:06	2020-07-10 07:11:42	1	NULL	NULL	NULL	NULL	NULL	25
24154	5224	Having a charge nurse as the source of control	4	2020-04-19 07:46:06	2020-06-30 03:20:19	0	NULL	NULL	NULL	NULL	NULL	3
24155	5224	Using safety as a system priority	5	2020-04-19 07:46:06	2020-06-13 08:08:54	1	NULL	NULL	NULL	NULL	NULL	28
24156	5224	Recognizing the need for secrecy to protect patient privacy	6	2020-04-19 07:46:06	2020-07-09 08:26:00	0	NULL	NULL	NULL	NULL	NULL	19
24157	5225	3/13/20 0945 Morphine 10mg administered IV. Patient’s response to pain appears to be exaggerated. M. Dean. LPN	1	2020-04-19 07:47:20	2020-07-15 21:53:22	0	NULL	NULL	NULL	NULL	NULL	5
24158	5225	3/13/20 0945 Morphine 10 mg administered IV. The patient seems to be comfortable. M. Dean. LPN	2	2020-04-19 07:47:20	2020-07-18 20:04:24	0	NULL	NULL	NULL	NULL	NULL	14
24159	5225	3/13/20 0945 30 minutes following administration of morphine 10mg IV. patient reports pain as 2 on a scale of 1 to 10. M. Dean. LPN	3	2020-04-19 07:47:20	2020-07-13 14:51:57	1	NULL	NULL	NULL	NULL	NULL	32
24160	5225	3/13/20 0945 Patient reports severe pain in right lower quadrant. M. Dean.LPN	4	2020-04-19 07:47:20	2020-07-16 19:28:37	1	NULL	NULL	NULL	NULL	NULL	19
24161	5225	3/13/20 0945 Morphine IV 10 mg will be administered to the patient every 3 to 4 hours. M. Dean. LPN	5	2020-04-19 07:47:20	2020-07-16 15:50:42	0	NULL	NULL	NULL	NULL	NULL	17
24162	5225	3/13/20 0945 Patient states she doesn't want pain medication despite the return of pain. After discussing the situation. patient agrees to medication administration	6	2020-04-19 07:47:20	2020-07-07 17:48:17	1	NULL	NULL	NULL	NULL	NULL	13
24163	5226	News media is preparing a report on the condition of a public figure	1	2020-04-19 07:49:26	2020-06-20 08:08:16	0	NULL	NULL	NULL	NULL	NULL	11
24164	5226	Data are needed for the tracking and notification of disease outbreaks	2	2020-04-19 07:49:26	2020-07-19 16:47:32	1	NULL	NULL	NULL	NULL	NULL	22
24165	5226	Protected health information is needed by a coroner	3	2020-04-19 07:49:26	2020-07-19 16:47:32	1	NULL	NULL	NULL	NULL	NULL	18
24166	5226	Child abuse and neglect are suspected	4	2020-04-19 07:49:26	2020-07-19 16:47:32	1	NULL	NULL	NULL	NULL	NULL	22
24167	5226	Protected health information is needed to facilitate organ donation	5	2020-04-19 07:49:26	2020-07-15 21:54:09	1	NULL	NULL	NULL	NULL	NULL	16
24168	5226	The sister of a patient with Alzheimer’s wants to help provide care	6	2020-04-19 07:49:26	2020-07-08 16:58:25	0	NULL	NULL	NULL	NULL	NULL	9
24169	5227	Orderly	1	2020-04-19 07:50:39	2020-07-02 18:13:56	1	NULL	NULL	NULL	NULL	NULL	19
24170	5227	Simple	2	2020-04-19 07:50:39	2020-06-16 09:06:21	0	NULL	NULL	NULL	NULL	NULL	4
24171	5227	Sequential	3	2020-04-19 07:50:39	2020-06-19 12:46:43	1	NULL	NULL	NULL	NULL	NULL	26
24172	5227	Unpredictable	4	2020-04-19 07:50:39	2020-06-30 03:23:23	0	NULL	NULL	NULL	NULL	NULL	8
24173	5227	Differentiated	5	2020-04-19 07:50:39	2020-07-13 13:09:25	1	NULL	NULL	NULL	NULL	NULL	21
24174	5227	Integrated	6	2020-04-19 07:50:39	2020-07-05 13:29:28	1	NULL	NULL	NULL	NULL	NULL	20
24175	5228	According to Freud. the child is in the phallic stage.	1	2020-04-19 07:51:52	2020-07-13 14:56:04	1	NULL	NULL	NULL	NULL	NULL	21
24176	5228	According to Erikson. the child is in the trust vs. mistrust stage.	2	2020-04-19 07:51:52	2020-07-03 09:36:48	0	NULL	NULL	NULL	NULL	NULL	17
24177	5228	According to Havighurst. the child is learning to get along with others.	3	2020-04-19 07:51:52	2020-07-13 09:32:26	0	NULL	NULL	NULL	NULL	NULL	22
24178	5228	According to Fowler. the child imitates religious behavior of others.	4	2020-04-19 07:51:52	2020-07-11 15:37:16	1	NULL	NULL	NULL	NULL	NULL	11
24179	5228	According to Kohlberg. the child defines satisfying acts as right.	5	2020-04-19 07:51:52	2020-06-15 15:09:52	1	NULL	NULL	NULL	NULL	NULL	16
24180	5228	According to Havighurst. the child is achieving gender-specific roles.	6	2020-04-19 07:51:52	2020-07-09 19:22:59	0	NULL	NULL	NULL	NULL	NULL	11
24181	5229	The patient takes her time to think about responses to questions	1	2020-04-19 07:52:56	2020-07-11 08:58:45	0	NULL	NULL	NULL	NULL	NULL	2
24182	5229	The patient’s age	2	2020-04-19 07:52:56	2020-07-14 12:59:12	1	NULL	NULL	NULL	NULL	NULL	28
24183	5229	The patient reports an inability to control urine	3	2020-04-19 07:52:56	2020-07-12 23:30:48	1	NULL	NULL	NULL	NULL	NULL	26
24184	5229	A scheduled hip arthroplasty	4	2020-04-19 07:52:56	2020-07-18 20:06:03	1	NULL	NULL	NULL	NULL	NULL	11
24185	5229	Lab findings of BUN 12 and creatinine 0.9	5	2020-04-19 07:52:56	2020-07-19 22:10:39	0	NULL	NULL	NULL	NULL	NULL	8
24186	5229	The patient reports increased pain in the right hip when repositioning in the bed or chair	6	2020-04-19 07:52:56	2020-06-18 16:38:44	1	NULL	NULL	NULL	NULL	NULL	26
24187	5230	Warfarin (coumadin)	1	2020-04-19 07:54:06	2020-07-10 09:44:48	1	NULL	NULL	NULL	NULL	NULL	25
24188	5230	Finasteride (Propecia. Proscar)	2	2020-04-19 07:54:06	2020-07-15 09:23:36	1	NULL	NULL	NULL	NULL	NULL	15
24189	5230	Celecoxib (Celebrex)	3	2020-04-19 07:54:06	2020-07-09 06:34:35	0	NULL	NULL	NULL	NULL	NULL	17
24190	5230	Clonidine (Catapres)	4	2020-04-19 07:54:06	2020-07-10 09:44:48	0	NULL	NULL	NULL	NULL	NULL	12
24191	5230	Transdermal Nicotine (habitrol)	5	2020-04-19 07:54:06	2020-07-06 17:20:18	0	NULL	NULL	NULL	NULL	NULL	19
24192	5230	Clofazimine (Lamprene)	6	2020-04-19 07:54:06	2020-07-12 20:59:03	0	NULL	NULL	NULL	NULL	NULL	12
24193	5231	Ciprofloxacin (Cipro)	1	2020-04-19 07:55:17	2020-07-09 00:57:24	1	NULL	NULL	NULL	NULL	NULL	21
24194	5231	Sulfonamide	2	2020-04-19 07:55:17	2020-06-30 16:15:07	1	NULL	NULL	NULL	NULL	NULL	17
24195	5231	Norfloxacin (Noroxin)	3	2020-04-19 07:55:17	2020-06-27 10:13:18	1	NULL	NULL	NULL	NULL	NULL	16
24196	5231	Sulfamethoxazole and Trimethoprim (Bactrim)	4	2020-04-19 07:55:17	2020-07-18 08:36:26	1	NULL	NULL	NULL	NULL	NULL	20
24197	5231	Isotretinoin (Accutane)	5	2020-04-19 07:55:17	2020-07-18 20:39:04	1	NULL	NULL	NULL	NULL	NULL	18
24198	5231	Nitro-Dur patch	6	2020-04-19 07:55:17	2020-07-17 15:47:45	0	NULL	NULL	NULL	NULL	NULL	7
24199	5232	Upper respiratory infections	1	2020-04-19 07:56:46	2020-07-14 13:00:13	0	NULL	NULL	NULL	NULL	NULL	1
24200	5232	Bruises and broken bones	2	2020-04-19 07:56:46	2020-07-09 00:52:38	1	NULL	NULL	NULL	NULL	NULL	29
24201	5232	Unintended pregnancies	3	2020-04-19 07:56:46	2020-07-18 08:37:08	1	NULL	NULL	NULL	NULL	NULL	12
24202	5232	Repetitive strain injuries	4	2020-04-19 07:56:46	2020-07-19 21:13:38	0	NULL	NULL	NULL	NULL	NULL	22
24203	5232	Alcoholism	5	2020-04-19 07:56:46	2020-07-05 07:50:33	1	NULL	NULL	NULL	NULL	NULL	16
24204	5232	Depression	6	2020-04-19 07:56:46	2020-06-28 11:40:30	1	NULL	NULL	NULL	NULL	NULL	19
24205	5233	A patient diagnosed with Rubella	1	2020-04-19 07:58:19	2020-07-15 22:25:17	1	NULL	NULL	NULL	NULL	NULL	18
24206	5233	A patient diagnosed with Diphtheria	2	2020-04-19 07:58:19	2020-07-11 15:40:23	1	NULL	NULL	NULL	NULL	NULL	18
24207	5233	A patient diagnosed with Varicella	3	2020-04-19 07:58:19	2020-07-12 21:00:02	0	NULL	NULL	NULL	NULL	NULL	13
24208	5233	A patient diagnosed with Tuberculosis	4	2020-04-19 07:58:19	2020-07-08 21:05:04	0	NULL	NULL	NULL	NULL	NULL	20
24209	5233	A patient diagnosed with MRSA	5	2020-04-19 07:58:19	2020-07-16 21:31:41	0	NULL	NULL	NULL	NULL	NULL	14
24210	5233	An infant diagnosed with Adenovirus infection	6	2020-04-19 07:58:19	2020-07-09 00:04:54	1	NULL	NULL	NULL	NULL	NULL	17
24211	5234	An increased pulse rate	1	2020-04-19 07:59:23	2020-07-04 19:24:21	1	NULL	NULL	NULL	NULL	NULL	29
24212	5234	A decrease in body temperature	2	2020-04-19 07:59:23	2020-05-30 08:05:33	0	NULL	NULL	NULL	NULL	NULL	3
24213	5234	A decrease in blood pressure	3	2020-04-19 07:59:23	2020-07-11 12:01:23	0	NULL	NULL	NULL	NULL	NULL	9
24214	5234	An increase in respiratory depth	4	2020-04-19 07:59:23	2020-07-19 21:15:10	0	NULL	NULL	NULL	NULL	NULL	12
24215	5234	An increased respiratory rate	5	2020-04-19 07:59:23	2020-07-17 15:41:27	1	NULL	NULL	NULL	NULL	NULL	27
24216	5234	An increased in body temperature	6	2020-04-19 07:59:23	2020-07-18 16:05:30	0	NULL	NULL	NULL	NULL	NULL	20
24217	5235	Bring a penlight from the side of the patient’s face and briefly shine the light on the pupil.	1	2020-04-19 08:00:35	2020-07-12 16:49:43	0	NULL	NULL	NULL	NULL	NULL	24
24218	5235	Hold a forefinger. a pencil. or other straight object about 10 to 15 cm (4” to 6”) from the bridge of the patient’s nose	2	2020-04-19 08:00:35	2020-07-11 00:11:57	1	NULL	NULL	NULL	NULL	NULL	18
24219	5235	Hold a finger about 6” to 8” from the bridge of the patient’s nose	3	2020-04-19 08:00:35	2020-07-09 14:36:39	0	NULL	NULL	NULL	NULL	NULL	8
24220	5235	Darken the room	4	2020-04-19 08:00:35	2020-07-09 21:25:55	0	NULL	NULL	NULL	NULL	NULL	8
24221	5235	Ask the patient to look straight ahead	5	2020-04-19 08:00:35	2020-06-25 07:56:21	0	NULL	NULL	NULL	NULL	NULL	22
24222	5235	Ask the patient to first look at a close object. then at a distance object. then back at the close object.	6	2020-04-19 08:00:35	2020-07-19 20:49:57	1	NULL	NULL	NULL	NULL	NULL	20
24223	5236	Macule	1	2020-04-19 08:01:38	2020-07-06 20:28:20	0	NULL	NULL	NULL	NULL	NULL	24
24224	5236	Patch	2	2020-04-19 08:01:38	2020-07-14 04:28:27	0	NULL	NULL	NULL	NULL	NULL	6
24225	5236	Plaque	3	2020-04-19 08:01:38	2020-07-11 12:02:12	1	NULL	NULL	NULL	NULL	NULL	11
24226	5236	Nodule	4	2020-04-19 08:01:38	2020-07-09 19:26:37	1	NULL	NULL	NULL	NULL	NULL	29
24227	5236	Bulla	5	2020-04-19 08:01:38	2020-07-18 05:43:05	0	NULL	NULL	NULL	NULL	NULL	11
24228	5236	Pustule	6	2020-04-19 08:01:38	2020-07-09 19:27:02	0	NULL	NULL	NULL	NULL	NULL	19
24229	5237	Fatty tissue is redistributed	1	2020-04-19 08:02:47	2020-07-18 08:39:18	1	NULL	NULL	NULL	NULL	NULL	18
24230	5237	The skin is drier and wrinkles appear	2	2020-04-19 08:02:47	2020-06-20 10:19:11	1	NULL	NULL	NULL	NULL	NULL	36
24231	5237	Cardiac output increases	3	2020-04-19 08:02:47	2020-07-11 09:10:13	0	NULL	NULL	NULL	NULL	NULL	6
24232	5237	Muscle mass increases	4	2020-04-19 08:02:47	2020-06-06 13:21:35	0	NULL	NULL	NULL	NULL	NULL	2
24233	5237	Hormone production increases	5	2020-04-19 08:02:47	2020-06-28 06:54:35	0	NULL	NULL	NULL	NULL	NULL	3
24234	5237	Visual and hearing acuity diminishes	6	2020-04-19 08:02:47	2020-06-09 12:50:24	1	NULL	NULL	NULL	NULL	NULL	35
24235	5238	It promotes the patient’s sense of well-being	1	2020-04-19 08:03:46	2020-07-02 01:11:51	1	NULL	NULL	NULL	NULL	NULL	24
24236	5238	It prevents deterioration of the oral cavity	2	2020-04-19 08:03:46	2020-07-02 05:09:32	1	NULL	NULL	NULL	NULL	NULL	30
24237	5238	It contributes to decreased incidence of aspiration pneumonia	3	2020-04-19 08:03:46	2020-07-14 23:42:14	1	NULL	NULL	NULL	NULL	NULL	21
24238	5238	It eliminates the need for flossing	4	2020-04-19 08:03:46	2020-07-02 01:11:51	0	NULL	NULL	NULL	NULL	NULL	3
24239	5238	It decreases oropharyngeal secretions	5	2020-04-19 08:03:46	2020-07-18 20:08:18	0	NULL	NULL	NULL	NULL	NULL	17
24240	5238	It compensates for an inadequate diet	6	2020-04-19 08:03:46	2020-07-08 16:59:46	0	NULL	NULL	NULL	NULL	NULL	4
24241	5239	A patient who is taking antibiotics for chronic bronchitis	1	2020-04-19 08:06:18	2020-07-09 19:32:00	0	NULL	NULL	NULL	NULL	NULL	3
24242	5239	A patient diagnosed with type II diabetes	2	2020-04-19 08:06:18	2020-06-08 20:04:05	1	NULL	NULL	NULL	NULL	NULL	32
24243	5239	A patient who is obese	3	2020-04-19 08:06:18	2020-07-20 01:11:21	1	NULL	NULL	NULL	NULL	NULL	26
24244	5239	A patient who has a nervous habit of biting her nails	4	2020-04-19 08:06:18	2020-07-14 15:09:50	1	NULL	NULL	NULL	NULL	NULL	25
24245	5239	A patient diagnosed with prostate cancer	5	2020-04-19 08:06:18	2020-06-25 09:27:56	0	NULL	NULL	NULL	NULL	NULL	2
24246	5239	A patient whose job involves frequent handwashing	6	2020-04-19 08:06:18	2020-07-15 20:44:52	1	NULL	NULL	NULL	NULL	NULL	12
24247	5240	Compare bilateral body parts for symmetry	1	2020-04-19 08:07:28	2020-07-07 18:55:18	1	NULL	NULL	NULL	NULL	NULL	23
24248	5240	Proceed in a toe-to-head systematic manner	2	2020-04-19 08:07:28	2020-07-09 04:03:58	0	NULL	NULL	NULL	NULL	NULL	12
24249	5240	Use standard terminology to report and record findings	3	2020-04-19 08:07:28	2020-07-18 16:16:15	1	NULL	NULL	NULL	NULL	NULL	21
24250	5240	Do not allow data from the nursing history to direct the assessment	4	2020-04-19 08:07:28	2020-07-08 11:07:21	0	NULL	NULL	NULL	NULL	NULL	11
24251	5240	Document only skin abnormalities on the patient record	5	2020-04-19 08:07:28	2020-07-13 23:47:03	0	NULL	NULL	NULL	NULL	NULL	7
24252	5240	Perform the appropriate skin assessment when risk factors are identified	6	2020-04-19 08:07:28	2020-07-06 20:40:15	1	NULL	NULL	NULL	NULL	NULL	25
24253	5241	Bathe the feet thoroughly in a mild soap and tepid water solution	1	2020-04-19 08:08:33	2020-07-14 20:39:36	1	NULL	NULL	NULL	NULL	NULL	26
24254	5241	Soak the feet in warm water and bath oil	2	2020-04-19 08:08:33	2020-07-14 13:01:49	0	NULL	NULL	NULL	NULL	NULL	9
24255	5241	Dry feet thoroughly including the area between the toes	3	2020-04-19 08:08:33	2020-06-28 06:39:02	1	NULL	NULL	NULL	NULL	NULL	31
24256	5241	Use an alcohol rub if the feet are dry	4	2020-04-19 08:08:33	2020-05-30 08:05:33	0	NULL	NULL	NULL	NULL	NULL	0
24257	5241	Use an antifungal foot powder if necessary to prevent fungal infections	5	2020-04-19 08:08:33	2020-07-14 18:50:32	1	NULL	NULL	NULL	NULL	NULL	23
24258	5241	Cut the toenails at the lateral corners when trimming the nails.	6	2020-04-19 08:08:33	2020-07-12 21:02:09	0	NULL	NULL	NULL	NULL	NULL	11
24259	5242	Theophylline	1	2020-04-19 11:26:25	2020-07-17 10:59:08	0	NULL	NULL	NULL	NULL	NULL	27
24260	5242	Colfosceril	2	2020-04-19 11:26:25	2020-07-14 18:51:00	1	NULL	NULL	NULL	NULL	NULL	13
24261	5242	Dexamethasone	3	2020-04-19 11:26:25	2020-07-17 10:59:08	0	NULL	NULL	NULL	NULL	NULL	37
24262	5242	Albuterol	4	2020-04-19 11:26:25	2020-07-17 23:27:51	0	NULL	NULL	NULL	NULL	NULL	22
24263	5243	Warfarin 1,0 mg PO	1	2020-04-19 11:29:48	2020-07-18 20:14:01	1	NULL	NULL	NULL	NULL	NULL	40
24264	5243	Morphine Sulfate 2 to 4 mg IV	2	2020-04-19 11:29:48	2020-07-18 20:14:01	0	NULL	NULL	NULL	NULL	NULL	23
24265	5243	Cephalexin 250 mg PO	3	2020-04-19 11:29:48	2020-07-17 10:19:11	0	NULL	NULL	NULL	NULL	NULL	9
24266	5243	Heparin infusion at 900 units/hr	4	2020-04-19 11:29:48	2020-07-18 12:42:15	0	NULL	NULL	NULL	NULL	NULL	28
24267	5244	Remove pillows from under the patient’s head	1	2020-04-19 11:32:01	2020-07-15 16:14:33	0	NULL	NULL	NULL	NULL	NULL	5
24268	5244	Elevate the head of the bed	2	2020-04-19 11:32:01	2020-07-19 20:54:10	1	NULL	NULL	NULL	NULL	NULL	95
24269	5244	Elevate the food of the bed	3	2020-04-19 11:32:01	2020-05-30 08:05:33	0	NULL	NULL	NULL	NULL	NULL	0
24270	5244	Take the patient’s blood pressure	4	2020-04-19 11:32:01	2020-07-07 20:44:49	0	NULL	NULL	NULL	NULL	NULL	1
24271	5245	Percussion	1	2020-04-19 11:33:19	2020-07-19 20:54:47	0	NULL	NULL	NULL	NULL	NULL	10
24272	5245	Palpation	2	2020-04-19 11:33:19	2020-07-15 21:49:12	0	NULL	NULL	NULL	NULL	NULL	19
24273	5245	Auscultation	3	2020-04-19 11:33:19	2020-07-19 20:54:47	1	NULL	NULL	NULL	NULL	NULL	70
24274	5245	Whichever is most comfortable for the patient	4	2020-04-19 11:33:19	2020-05-30 08:05:33	0	NULL	NULL	NULL	NULL	NULL	0
24275	5246	Correct the initial assessment form	1	2020-04-19 11:34:26	2020-07-15 18:07:48	0	NULL	NULL	NULL	NULL	NULL	3
24276	5246	Redo the assessment and document current findings	2	2020-04-19 11:34:26	2020-07-18 16:06:57	0	NULL	NULL	NULL	NULL	NULL	26
24277	5246	Conduct and document an emergency assessment	3	2020-04-19 11:34:26	2020-07-02 21:19:40	0	NULL	NULL	NULL	NULL	NULL	2
24278	5246	Perform and document a focused assessment of skin integrity	4	2020-04-19 11:34:26	2020-07-18 16:06:57	1	NULL	NULL	NULL	NULL	NULL	68
24279	5247	Obtaining an occult blood sample from a 15-year-old client with ulcerative colitis	1	2020-04-19 11:59:51	2020-07-18 20:09:27	0	NULL	NULL	NULL	NULL	NULL	11
24280	5247	Assessing a 35-year-old client newly admitted for chest pain	2	2020-04-19 11:59:51	2020-07-18 20:09:27	1	NULL	NULL	NULL	NULL	NULL	61
24281	5247	Reinforcing education to a 25-year-old first-time mother how to properly care for her new baby	3	2020-04-19 11:59:51	2020-07-17 15:44:21	0	NULL	NULL	NULL	NULL	NULL	12
24282	5247	Adjustment of a 69-year-old patient’s cervical traction as ordered by the attending doctor	4	2020-04-19 11:59:51	2020-07-14 07:43:27	0	NULL	NULL	NULL	NULL	NULL	16
24283	5248	A 17-year-old patient with a femur fracture who is just returning to the floor from the recovery unit	1	2020-04-19 12:00:51	2020-07-08 17:27:06	0	NULL	NULL	NULL	NULL	NULL	5
24284	5248	A 21-year-old client with Cystic Fibrosis who needs an early morning sputum sample collection	2	2020-04-19 12:00:51	2020-07-17 11:07:46	1	NULL	NULL	NULL	NULL	NULL	58
24285	5248	An 82-year-old patient 2 days post-op after knee replacement surgery who needs help ambulating	3	2020-04-19 12:00:51	2020-07-17 15:08:00	0	NULL	NULL	NULL	NULL	NULL	25
24286	5248	A 31-year-old patient who is suffering from an acute asthma attack	4	2020-04-19 12:00:51	2020-07-11 16:37:36	0	NULL	NULL	NULL	NULL	NULL	11
24287	5249	A client who is newly diagnosed with Hepatitis A who is reporting stomach pain and itchy skin	1	2020-04-19 12:01:37	2020-06-14 16:10:31	0	NULL	NULL	NULL	NULL	NULL	2
24288	5249	A patient in an arm cast who is 2 days post-op and is reporting feelings of numbness and tingling in his affected arm	2	2020-04-19 12:01:37	2020-07-18 05:44:53	1	NULL	NULL	NULL	NULL	NULL	64
24289	5249	A post-op prostatectomy patient complaining of bladder spasms and blood in his foley bag	3	2020-04-19 12:01:37	2020-07-09 10:07:19	0	NULL	NULL	NULL	NULL	NULL	5
24290	5249	A patient with a newly placed NG tube who is complaining of pain around the face and a “plugged” nose	4	2020-04-19 12:01:37	2020-07-14 10:16:25	0	NULL	NULL	NULL	NULL	NULL	30
24291	5250	Stroke	1	2020-04-19 12:02:23	2020-07-18 06:57:42	0	NULL	NULL	NULL	NULL	NULL	14
24292	5250	Malnutrition	2	2020-04-19 12:02:23	2020-07-19 20:56:44	0	NULL	NULL	NULL	NULL	NULL	15
24293	5250	Alzheimer’s disease	3	2020-04-19 12:02:23	2020-07-17 11:09:17	1	NULL	NULL	NULL	NULL	NULL	67
24294	5250	Loss of cardiac reserve	4	2020-04-19 12:02:23	2020-06-29 16:19:11	0	NULL	NULL	NULL	NULL	NULL	4
24295	5251	“Patient refused the heparin injection when I tried to give it.	1	2020-04-19 12:03:34	2020-07-19 09:44:50	0	NULL	NULL	NULL	NULL	NULL	7
24296	5251	“Heparin refused during shift.” Risks reviewed.”	2	2020-04-19 12:03:34	2020-07-19 13:50:33	0	NULL	NULL	NULL	NULL	NULL	35
24297	5251	“Patient stated she did not want the SQ heparin injection at this time.	3	2020-04-19 12:03:34	2020-07-19 12:21:40	0	NULL	NULL	NULL	NULL	NULL	38
24298	5251	Subcutaneous heparin injection was attempted per physician’s order.	4	2020-04-19 12:03:34	2020-07-18 11:13:09	1	NULL	NULL	NULL	NULL	NULL	19
24299	5252	Ensure that all staff members are educated on how to appropriately fill out an incident report if they make a medication error	1	2020-04-19 12:04:19	2020-07-19 09:46:26	1	NULL	NULL	NULL	NULL	NULL	14
24300	5252	Ensure the staff has been educated on the five rights of medication administration	2	2020-04-19 12:04:19	2020-07-19 14:48:12	0	NULL	NULL	NULL	NULL	NULL	52
24301	5252	Track the incident reports for repeating offenders and report findings to the next chain in command	3	2020-04-19 12:04:19	2020-07-12 14:28:48	0	NULL	NULL	NULL	NULL	NULL	3
24302	5252	Have an inservice to supervise staff members during medication administration to determine if further education needs to be given	4	2020-04-19 12:04:19	2020-07-19 14:48:12	0	NULL	NULL	NULL	NULL	NULL	29
24303	5253	Ignore the bruises. as this is not why the patient is being treated and it is not appropriate for the nurse to address	1	2020-04-19 12:06:02	2020-05-30 08:05:33	0	NULL	NULL	NULL	NULL	NULL	0
24304	5253	Report the suspected abuse to one of the other nurses and work together on how to handle it	2	2020-04-19 12:06:02	2020-06-30 14:51:47	0	NULL	NULL	NULL	NULL	NULL	2
24305	5253	Report the findings to the appropriate authorities based on the state requirements and protocols	3	2020-04-19 12:06:02	2020-07-19 14:16:59	1	NULL	NULL	NULL	NULL	NULL	64
24306	5253	Use therapeutic communication to talk to the patient and attempt to get evidence of suspected abuse	4	2020-04-19 12:06:02	2020-07-17 13:55:52	0	NULL	NULL	NULL	NULL	NULL	34
24307	5254	Only brush teeth once a day or every other day	1	2020-04-19 12:06:48	2020-06-26 20:15:56	0	NULL	NULL	NULL	NULL	NULL	3
24308	5254	Avoid the use of tampons for menstrual periods	2	2020-04-19 12:06:48	2020-07-19 22:11:26	1	NULL	NULL	NULL	NULL	NULL	29
24309	5254	Do not let visitors within 10 feet	3	2020-04-19 12:06:48	2020-07-19 20:58:10	0	NULL	NULL	NULL	NULL	NULL	17
24310	5254	Wash hands after cleaning up after pets	4	2020-04-19 12:06:48	2020-07-19 20:58:10	0	NULL	NULL	NULL	NULL	NULL	52
24311	5255	“I always check to make sure the safety cap clicks when I close it.”	1	2020-04-19 12:07:34	2020-07-13 09:39:15	0	NULL	NULL	NULL	NULL	NULL	6
24312	5255	“We store all of our medicine on a really high shelf.”	2	2020-04-19 12:07:34	2020-07-17 20:07:17	0	NULL	NULL	NULL	NULL	NULL	8
24313	5255	“To get her to take her medicine. we tell her it’s candy.”	3	2020-04-19 12:07:34	2020-07-17 20:07:17	1	NULL	NULL	NULL	NULL	NULL	73
24314	5255	“We store our medicines and vitamins together.”	4	2020-04-19 12:07:34	2020-07-17 20:07:17	0	NULL	NULL	NULL	NULL	NULL	12
24315	5256	Give 2 minutes of CPR at a compression-ventilation ratio of 15:2. Then look for help and an AED and return and resume CPR.	1	2020-04-19 12:10:40	2020-07-16 10:32:17	0	NULL	NULL	NULL	NULL	NULL	19
24316	5256	Look for help and an AED. then give 1 minute of CPR at a compression-ventilation ratio of 15:2.	2	2020-04-19 12:10:40	2020-07-17 23:11:32	0	NULL	NULL	NULL	NULL	NULL	15
24317	5256	Give 2 minutes of CPR at a compression-ventilation ratio of 30:2.  Then, look for help and an AED, and return and resume CPR.	3	2020-04-19 12:10:40	2020-07-19 20:59:03	1	NULL	NULL	NULL	NULL	NULL	49
24318	5256	Look for help and an AED. then give 2 minutes of CPR at a compression-ventilation ratio of 30:2.	4	2020-04-19 12:10:40	2020-07-19 20:59:03	0	NULL	NULL	NULL	NULL	NULL	17
24319	5257	Verify the patient’s full name and date of birth	1	2020-04-19 12:13:11	2020-07-18 05:46:03	1	NULL	NULL	NULL	NULL	NULL	94
